Date,City,PM2.5,PM10,NO,NO2,SO2,CO,O3,AQI,AQI_Bucket,Temp
2024-02-04,New York,45,322.2,28.9,104,39.7,4.57,133.6,198,Unhealthy,4.369902798088278
2024-02-05,New York,108.9,346.4,18.4,109.8,11.4,3.02,45.2,388,Hazardous,6.813428757692537
2024-02-06,New York,173.9,199.4,96.8,178.4,43,2.44,30.8,199,Unhealthy,4.231503418600057
2024-02-07,New York,166.8,266.3,118.8,78.7,52.4,4.87,162.6,381,Hazardous,6.05973302046012
2024-02-08,New York,229.8,143.5,13.6,98.6,78,1.17,20.1,330,Hazardous,7.260095924769551
2024-02-09,New York,205.1,197.1,17.2,93.6,27,2.12,148.1,136,Unhealthy,6.576198486627235
2024-02-10,New York,172.2,378.1,5.6,145.5,42.4,4.28,126.9,223,Very Unhealthy,11.15274071273013
2024-02-11,New York,203.8,113.3,25.6,19.7,44.6,3.98,99.9,352,Hazardous,8.406823276955322
2024-02-12,New York,40.7,28.5,139.7,143.3,78.8,0.79,171.1,128,Unhealthy,8.33907561036245
2024-02-13,New York,70.2,387.5,28.5,136.1,55.2,2.51,88.9,82,Moderate,11.588713897164986
2024-02-14,New York,89.6,118.8,148.3,136.1,15.4,2.31,50.4,77,Moderate,11.414494943040705
2024-02-15,New York,107.7,268.6,107.1,105,50.9,1.81,61,120,Unhealthy,7.9060212256984554
2024-02-16,New York,162.5,48.6,52.1,62.3,14.7,2.05,51.8,238,Very Unhealthy,8.7078068085015
2024-02-17,New York,204.1,388.3,52.6,80.9,90,4.7,88.7,268,Very Unhealthy,6.902197430485799
2024-02-18,New York,72.1,369,117.6,30,57.3,1.85,39.4,167,Unhealthy,7.589750831196767
2024-02-19,New York,206.7,349.9,77.3,58.4,93,4.6,51,391,Hazardous,6.207241020194318
2024-02-20,New York,13.7,181.3,77.1,18.8,78.8,0.51,168.3,278,Very Unhealthy,10.540554683470566
2024-02-21,New York,167.1,316.8,43.6,99.2,66,1.84,56.6,234,Very Unhealthy,8.90817622277765
2024-02-22,New York,204.8,134,139.8,71.6,37.5,1.75,50.7,264,Very Unhealthy,10.61702787835059
2024-02-23,New York,120.7,130,103.2,49.9,78.7,0.93,173.3,348,Hazardous,9.193248237893911
2024-02-24,New York,58.8,399.7,108,153,31.8,4.54,44.2,366,Hazardous,6.813104445016632
2024-02-25,New York,14.5,395.1,45.9,56.3,27.8,3.08,144.8,215,Very Unhealthy,7.736123394639384
2024-02-26,New York,78,202.4,89.2,87.1,5.2,1.94,45.8,304,Hazardous,11.466230974489633
2024-02-27,New York,229.7,309.7,143.4,143.6,41.6,4.82,179.3,226,Very Unhealthy,8.5576313526901
2024-02-28,New York,234.1,144.9,10.2,31.7,66.4,1.71,57.3,355,Hazardous,7.350654620140059
2024-02-29,New York,140.2,109.8,79,35.6,82.1,4.39,149.1,282,Very Unhealthy,7.0659598343195515
2024-03-01,New York,62.7,254.8,129.8,197.1,22.4,1.64,56.8,235,Very Unhealthy,9.221171587983548
2024-03-02,New York,127.5,149.4,45.2,195.6,98.3,0.58,82.3,382,Hazardous,11.200746737922774
2024-03-03,New York,202.3,42.2,57.6,154.1,67.4,1.36,133.7,327,Hazardous,9.915217387693673
2024-03-04,New York,107.8,393.1,137.9,15.7,83.3,0.58,119.2,126,Unhealthy,9.642015095336774
2024-03-05,New York,34.9,281.5,16.6,195.1,92.7,3.01,115.2,191,Unhealthy,10.662241223493952
2024-03-06,New York,77.3,347.6,79.3,154.5,61.8,3.07,110.9,191,Unhealthy,11.043143884048527
2024-03-07,New York,96.8,195.4,65.9,178.6,34.4,3.76,126,204,Very Unhealthy,12.851516330877594
2024-03-08,New York,72.2,67.9,27.9,52.2,79,4.34,162.7,268,Very Unhealthy,11.181068805167737
2024-03-09,New York,123,278.5,70.2,61.4,76.9,4.67,54.9,235,Very Unhealthy,10.869488465128345
2024-03-10,New York,97.8,27.6,29.6,125.4,87.6,2.47,72.7,235,Very Unhealthy,10.466300646153519
2024-03-11,New York,39.1,81.9,129,74.6,46.7,0.76,140.2,97,Moderate,9.264070338940012
2024-03-12,New York,21.3,360.4,104.8,153.8,85,1.75,176,88,Moderate,11.09574994415931
2024-03-13,New York,73.1,78.2,22.6,24.2,66.2,3.44,10.2,90,Moderate,8.70559315850882
2024-03-14,New York,242.5,118.3,22.3,179.2,41.2,4.75,50.1,208,Very Unhealthy,14.405875349272328
2024-03-15,New York,127.2,112.7,46.8,156.4,16.8,2.48,157.9,185,Unhealthy,11.941131958841652
2024-03-16,New York,124.7,138.5,141.3,177.7,56.4,4.88,84.5,314,Hazardous,7.748859623128187
2024-03-17,New York,189.7,104.1,140.1,190.1,67.9,3.26,108.5,78,Moderate,9.092860358089183
2024-03-18,New York,170.2,31.6,31.5,71.6,10.6,2.99,86.5,200,Unhealthy,13.093278139398445
2024-03-19,New York,21.9,363.2,137.4,43.9,90.9,1.18,68.3,238,Very Unhealthy,7.163448520750967
2024-03-20,New York,176.8,384.6,14.6,38.5,23.1,2.4,80.3,237,Very Unhealthy,13.147109655038198
2024-03-21,New York,97.2,378.3,132.3,31.8,96.6,2.83,126.1,326,Hazardous,12.417742741196548
2024-03-22,New York,222.2,192.3,13.5,99.5,13.8,3.26,173.6,82,Moderate,10.414311336607692
2024-03-23,New York,196.1,186.3,143,164.1,16.2,1.06,28.8,116,Unhealthy,10.720882062400428
2024-03-24,New York,43.4,39.1,28.2,174.7,47.9,2.16,53.8,164,Unhealthy,9.30621326944879
2024-03-25,New York,80.8,156.7,89.2,22.3,71.8,3.85,54.8,232,Very Unhealthy,9.563700703118624
2024-03-26,New York,40.3,360.7,108.2,149.1,41,1.36,131.8,124,Unhealthy,11.199423754341408
2024-03-27,New York,151.6,161,45.6,194.8,34,1.27,102.4,72,Moderate,9.03358334025998
2024-03-28,New York,144.8,211.2,8.9,69.1,71.9,0.76,18.4,266,Very Unhealthy,11.390543618819471
2024-03-29,New York,175.3,220.5,108,146.1,71.4,2.86,20,339,Hazardous,10.86470743295661
2024-03-30,New York,84.7,84.7,50.3,123.1,75.3,1.98,33.3,169,Unhealthy,12.3037420819823
2024-03-31,New York,155.3,224.7,129,18.2,45.8,0.58,92.3,176,Unhealthy,13.00769124863008
2024-04-01,New York,247.8,62,73.4,95.3,24.5,3.86,145.1,154,Unhealthy,12.51595372101384
2024-04-02,New York,188.4,253.4,148.9,131.3,43.2,3.33,92.5,378,Hazardous,13.223950344664583
2024-04-03,New York,28.2,227.1,16.3,162.1,31.8,4.87,36.1,334,Hazardous,12.306745135423945
2024-04-04,New York,118.3,106.5,8.6,113,76.5,4.4,76.3,231,Very Unhealthy,10.694072947332614
2024-04-05,New York,22.8,362.6,88.4,177.5,57.7,2.62,96.9,224,Very Unhealthy,11.492029411790984
2024-04-06,New York,91.5,95.4,93.1,11.3,78.4,4,26.7,389,Hazardous,14.659024418694074
2024-04-07,New York,186.1,180.3,5.6,94.9,53.6,3.93,41.9,392,Hazardous,15.112833546266737
2024-04-08,New York,11,356.1,112.8,101.8,62.9,4.34,159.3,271,Very Unhealthy,12.809089005564193
2024-04-09,New York,195.3,110.5,11.8,160.7,67.8,3.92,70.3,58,Moderate,9.778684416828622
2024-04-10,New York,121.1,130.8,74.3,62.9,69.5,0.89,21.7,199,Unhealthy,12.491353553776444
2024-04-11,New York,183,353,141.1,122.2,16.9,3.58,35.8,350,Hazardous,14.233901029786228
2024-04-12,New York,170,255.2,13.6,45.6,66.5,2.45,21.9,345,Hazardous,9.553860043285724
2024-04-13,New York,147.3,345.8,143.3,163.4,28.7,2.75,91.2,255,Very Unhealthy,13.942105574458369
2024-04-14,New York,178.9,201.4,116.8,122.9,62.9,2.62,57.6,296,Very Unhealthy,8.590291031660591
2024-04-15,New York,167.7,359.8,128.5,61.7,72.5,2.83,101.8,88,Moderate,11.20862618291568
2024-04-16,New York,79.4,84.2,36.6,162.5,56,3.94,169.7,151,Unhealthy,14.24465854457975
2024-04-17,New York,33.3,256,149.2,124.9,76,3.46,69.9,252,Very Unhealthy,11.574989687672767
2024-04-18,New York,241,294.6,105.6,192,82.9,2.45,102.2,316,Hazardous,12.806862485863563
2024-04-19,New York,186.7,92.3,46.6,43.9,46.7,2.38,14.1,255,Very Unhealthy,11.147155798514612
2024-04-20,New York,157.1,236.1,123.6,10.8,77.3,2.39,112.4,308,Hazardous,9.740517558390577
2024-04-21,New York,38.8,275.2,144.1,80.6,93.5,1.16,66.8,195,Unhealthy,13.87815284378045
2024-04-22,New York,142.1,369.3,135.6,156.6,79.7,4.79,80.5,276,Very Unhealthy,11.869813665142576
2024-04-23,New York,73.1,143.7,23.4,118.9,95.8,1.59,13.3,230,Very Unhealthy,10.114361063538103
2024-04-24,New York,225.6,227.8,13.6,42.4,87.3,4.38,113.1,176,Unhealthy,8.493661237168606
2024-04-25,New York,12.2,21.9,123.7,27,27,4.39,47.1,363,Hazardous,11.553198738973364
2024-04-26,New York,66.7,160.6,129.7,176.5,72.3,0.68,135.2,218,Very Unhealthy,10.050848745205528
2024-04-27,New York,41.2,262.3,11.6,37.7,81.2,1.97,122,278,Very Unhealthy,12.195458274980094
2024-04-28,New York,88.3,251.7,37.6,130.7,46.7,2.08,139.3,334,Hazardous,12.656483111896437
2024-04-29,New York,184.3,331,107.2,94.8,85.1,2.32,57.7,100,Moderate,14.264613394888425
2024-04-30,New York,248,64.8,19.3,185.9,18.1,1.22,165.5,354,Hazardous,10.473556761279582
2024-05-01,New York,181.6,272.1,7.3,126.3,54.4,4.75,30.2,122,Unhealthy,10.678147777185204
2024-05-02,New York,131.1,96.6,136.3,23.1,34.7,4.99,47.1,266,Very Unhealthy,9.460369178795453
2024-05-03,New York,114.7,243,12.1,108.2,57.4,3.67,141.9,55,Moderate,8.723987354575547
2024-05-04,New York,237.7,284.1,131.8,141,23.3,1.9,84.3,123,Unhealthy,5.304379317857468
2024-05-05,New York,38.8,220.7,22.5,102.1,96.9,1.65,22.4,305,Hazardous,7.507466580461576
2024-05-06,New York,28,160.4,63.6,127.1,41.4,4.44,122.3,321,Hazardous,11.072796214981961
2024-05-07,New York,223.4,285.4,38.3,101,82.2,4.61,37,180,Unhealthy,12.971072029881991
2024-05-08,New York,111.9,200,117.6,172,33.5,2.92,145.2,246,Very Unhealthy,6.778815407180192
2024-05-09,New York,20.2,107.7,88.6,60.9,54.9,3.19,117.7,272,Very Unhealthy,10.92113117510462
2024-05-10,New York,165.4,192.6,33.2,87.6,45.1,2.94,72.8,355,Hazardous,8.434727837802878
2024-05-11,New York,122.5,50.1,66.6,161.9,73,3.27,15.2,257,Very Unhealthy,10.749040132244788
2024-05-12,New York,158.3,117.9,68.8,176,19.5,3.6,136.2,69,Moderate,12.518937196599214
2024-05-13,New York,75,230.6,136.8,112.4,40.2,4.06,132.8,140,Unhealthy,6.975690098384018
2024-05-14,New York,47.8,28.3,72.1,72.4,30.4,2.49,59.6,130,Unhealthy,4.593094728824604
2024-05-15,New York,37.4,100.2,140.1,119.9,82.2,2.74,114.3,211,Very Unhealthy,8.016845127967711
2024-05-16,New York,131.8,261.8,61.5,73.4,65.7,4.09,72.3,296,Very Unhealthy,9.848843292663059
2024-05-17,New York,141.5,292.5,121.8,40.1,77.8,2.66,141.1,340,Hazardous,10.219672897883234
2024-05-18,New York,43.8,315.2,116.4,106.9,60.5,3.7,153.5,81,Moderate,9.1450851484461
2024-05-19,New York,50.7,47.8,54.4,16.9,99.7,3.3,153.2,165,Unhealthy,7.750829767381438
2024-05-20,New York,192.9,57.5,141,37.1,37.6,0.71,15.1,399,Hazardous,13.996877918286643
2024-05-21,New York,136.6,379.6,78.1,42.7,41.2,2.15,26.4,267,Very Unhealthy,9.623217664726987
2024-05-22,New York,216.6,373.7,52,71.6,85.2,1.8,109.9,119,Unhealthy,6.777751880531819
2024-05-23,New York,171.7,370.2,69.2,77.2,41,2.04,85.3,232,Very Unhealthy,7.7347199556183766
2024-05-24,New York,13.1,267,75.6,174.6,9.8,1.85,149.9,285,Very Unhealthy,8.830880885149185
2024-05-25,New York,176.4,79.4,127,77.7,7.9,4.22,15.3,55,Moderate,7.966508798175993
2024-05-26,New York,224,365.9,142.6,190.6,70.1,1.88,72.1,65,Moderate,6.835325307031828
2024-05-27,New York,161.6,370.4,73.2,101.7,85.7,3.94,157.9,80,Moderate,7.097333652750921
2024-05-28,New York,35.8,84.3,58.8,174.8,94.5,4.35,134.8,395,Hazardous,7.501152504784024
2024-05-29,New York,231.1,47.9,37.8,70.3,52.4,2.86,169.3,104,Unhealthy,5.1884037362011295
2024-05-30,New York,172.1,235.2,5.7,73.7,37.5,4.69,50.8,318,Hazardous,5.685380446645614
2024-05-31,New York,45.7,158.9,107.9,40.7,18.1,4.3,164.8,352,Hazardous,7.606272266124068
2024-06-01,New York,188.9,194.9,106,128.7,66.8,1.3,106.6,156,Unhealthy,4.991383776673632
2024-06-02,New York,236.2,196.6,7.1,44.8,24.9,0.72,93.1,123,Unhealthy,6.92138391632388
2024-06-03,New York,111,316,32.2,112.5,32.4,3.68,95.7,261,Very Unhealthy,3.243023192393186
2024-06-04,New York,81.5,333,82.8,47.3,49,0.76,83.3,159,Unhealthy,7.105325196522405
2024-06-05,New York,72.3,127.3,28.1,29.8,51.7,1.04,93.1,134,Unhealthy,7.638056248004558
2024-06-06,New York,63.5,297.4,40.7,72.8,34.7,2.5,77.5,327,Hazardous,4.001287948694219
2024-06-07,New York,145.8,208.5,138.7,124.3,80.3,1.8,27.2,65,Moderate,1.5548971488249728
2024-06-08,New York,191.6,45.2,57.7,141.2,29.8,2.39,153,287,Very Unhealthy,5.14098467065266
2024-06-09,New York,170.7,34.3,149,48.9,22.1,3.28,84,98,Moderate,4.8301227995214715
2024-06-10,New York,141.2,110.3,110.2,88.9,13.6,4.3,55.6,134,Unhealthy,1.0373282898017973
2024-06-11,New York,204.8,103,26.6,37.4,32.5,2.41,45.3,113,Unhealthy,5.147847026870922
2024-06-12,New York,192.2,180.5,90.8,49.4,25.8,2.03,43.4,52,Moderate,-0.31017463067319984
2024-06-13,New York,14.8,228.9,128.1,155.5,71.8,1.62,71.1,356,Hazardous,2.0283649746214176
2024-06-14,New York,101.4,291.2,111.4,101.5,54.7,0.81,123.3,328,Hazardous,6.6600495898813
2024-06-15,New York,22.2,111.2,72.1,55.5,67.8,0.97,154,288,Very Unhealthy,4.727708423410628
2024-06-16,New York,201.5,360.4,79.1,161.3,20.5,3.14,43.3,51,Moderate,3.1783367088263117
2024-06-17,New York,231.7,203.4,85.7,94.1,80.1,2.2,58.5,174,Unhealthy,-2.914393818554872
2024-06-18,New York,140.2,119.9,34.1,42.3,24,1.31,83.6,326,Hazardous,2.7303461894393797
2024-06-19,New York,214.6,141.6,133.9,41.4,90,2.84,92.8,190,Unhealthy,0.223091226009144
2024-06-20,New York,150.1,272.4,27.4,194,13.6,4.19,138.8,239,Very Unhealthy,2.240239494944796
2024-06-21,New York,170.4,296.7,89.8,109.2,79,3.71,102,350,Hazardous,2.208091364260726
2024-06-22,New York,132.7,237.1,74.7,109.3,13.6,0.83,174.2,251,Very Unhealthy,2.660314655593068
2024-06-23,New York,193.1,353.9,33.6,140.9,18.4,1.36,82.2,105,Unhealthy,0.9370924209313698
2024-06-24,New York,226.8,175.5,146.9,159.7,24.1,0.6,38.9,230,Very Unhealthy,1.0346428643662677
2024-06-25,New York,206.9,98.1,51.3,141.5,58.3,3.75,144.3,304,Hazardous,0.1595599127230577
2024-06-26,New York,27.1,198.9,11.5,177.1,67.5,2.4,41.4,325,Hazardous,1.179954868501311
2024-06-27,New York,10.9,164.2,114.3,36.8,37.8,1.05,92.1,111,Unhealthy,-0.580476715249333
2024-06-28,New York,22.5,114.1,87.2,60.4,55.1,1.55,55.9,397,Hazardous,1.7263319043308862
2024-06-29,New York,218,371.5,6.4,180.2,52.3,1.82,105.5,317,Hazardous,-1.6015948222973364
2024-06-30,New York,148.3,197.1,48.6,77.2,35,4.88,175.4,276,Very Unhealthy,-2.5165098146322986
2024-07-01,New York,85.3,25.3,130.2,187.1,82.9,3.53,41.7,363,Hazardous,-0.2760295463562946
2024-07-02,New York,240.3,378.4,38.7,72.2,89.3,1.3,133.6,387,Hazardous,-1.2237633377943786
2024-07-03,New York,151.9,162.3,13.5,132.6,62.8,1.6,69.7,166,Unhealthy,0.3828963558271202
2024-07-04,New York,137.5,23.1,108.1,109.1,32,2.47,122.3,345,Hazardous,-3.779846556170629
2024-07-05,New York,102.1,392.6,78.8,116.9,58.4,1.48,54,287,Very Unhealthy,-0.4060295226712983
2024-07-06,New York,86.7,163.5,63.7,104.8,67.7,3.3,44.1,200,Unhealthy,0.8235568657885677
2024-07-07,New York,204,394.6,66.6,110.9,48,2.67,126,55,Moderate,-3.1270393646728643
2024-07-08,New York,20.1,73.1,137.5,82.8,64.9,3.96,25.2,126,Unhealthy,0.008020330031044187
2024-07-09,New York,97.3,233.6,135.8,124.3,67.2,2.81,158.8,269,Very Unhealthy,-0.09539257120034206
2024-07-10,New York,215.6,321.9,36.6,60,87.5,1.93,130.9,244,Very Unhealthy,-0.7736326377026526
2024-07-11,New York,177.5,93.7,88.4,132.9,16.3,4.21,64.8,268,Very Unhealthy,-4.354034655407336
2024-07-12,New York,174.3,290.1,10.9,136.6,86.3,4.68,175.5,367,Hazardous,-2.9867299583927642
2024-07-13,New York,93.5,235,83.4,115.3,37,2.33,12.3,283,Very Unhealthy,-1.9135579712762278
2024-07-14,New York,143.1,23.8,21.4,68.6,83.4,1.2,56.5,177,Unhealthy,-5.641560171235531
2024-07-15,New York,42.9,117.6,114.8,151.2,95,0.7,43.8,361,Hazardous,-4.6569931273658405
2024-07-16,New York,198.4,199,21.1,170.9,25.3,4.13,56.8,220,Very Unhealthy,-2.1959780379038967
2024-07-17,New York,222.8,372.2,34.6,80,74.5,1.65,39.8,110,Unhealthy,-1.2153931103621827
2024-07-18,New York,59,398.2,116.3,93.8,57.7,3.49,159.6,150,Unhealthy,-2.9064060919165455
2024-07-19,New York,194.9,99.8,66.2,175.4,21,1.69,159.8,372,Hazardous,-4.751000431018316
2024-07-20,New York,153.1,227.2,84.3,87.7,30.7,1.12,174.6,167,Unhealthy,-5.2225094233116565
2024-07-21,New York,239.8,265.2,132.7,102.1,15.4,1.29,104.7,109,Unhealthy,-0.2967886700149247
2024-07-22,New York,48.1,362.4,110.5,105.7,11.8,2.65,12.1,127,Unhealthy,-5.0207741544375555
2024-07-23,New York,136.2,298.3,114.2,17.5,21,3.32,170,68,Moderate,-3.148460413259657
2024-07-24,New York,219.6,251.7,92.1,85.1,64.3,4.66,95.5,139,Unhealthy,-6.981565129448967
2024-07-25,New York,218.7,105.3,19.7,97.5,73.3,4.97,121.5,395,Hazardous,-6.923773205669178
2024-07-26,New York,15.7,368.1,124.8,115.8,65.6,1.66,97.7,270,Very Unhealthy,-5.900968724253867
2024-07-27,New York,244.2,325,112,137.8,68.4,4.04,20.3,328,Hazardous,-4.570165271284101
2024-07-28,New York,127.7,138.7,133,139.6,13.8,1.65,134.4,59,Moderate,-3.7418073128696774
2024-07-29,New York,103.4,106.4,17.2,179.2,32.1,2.47,127.2,322,Hazardous,-5.636996807666966
2024-07-30,New York,110.2,269.9,125.3,136.5,95.3,4.36,130.6,393,Hazardous,-4.892889304900369
2024-07-31,New York,32.3,299.6,44.8,109.6,38.8,3.62,48.6,308,Hazardous,-6.212212033763378
2024-08-01,New York,48.8,196.7,53.5,69.1,19.9,2.01,70.7,235,Very Unhealthy,-5.505473681921794
2024-08-02,New York,107.3,348.2,133.6,15,84.4,4.66,95,196,Unhealthy,-9.24798646680495
2024-08-03,New York,92,276.5,32.7,34.7,85.3,2.46,172,304,Hazardous,-6.430971701534037
2024-08-04,New York,109.7,81.4,6.8,105.4,41,2.2,88.1,345,Hazardous,-7.128130766692532
2024-08-05,New York,83,24.6,107.3,107.1,69.8,4.13,22,283,Very Unhealthy,-7.253073711346642
2024-08-06,New York,144.5,349.1,10.5,31.9,50.3,3.86,85.3,374,Hazardous,-8.29664504265203
2024-08-07,New York,47.4,58.3,124.3,58.7,19.4,3.06,88,289,Very Unhealthy,-3.763545190771328
2024-08-08,New York,239.6,138.6,136,41.3,65.6,3.71,72.9,71,Moderate,-9.062961711280192
2024-08-09,New York,20.6,185.1,29.1,63.1,83.4,1.93,81.1,274,Very Unhealthy,-8.10633071507904
2024-08-10,New York,99.3,254,35.1,39,45.6,2.53,175.4,94,Moderate,-9.379245596976558
2024-08-11,New York,241,148.9,120.4,91.5,47.3,4.7,13.2,367,Hazardous,-8.411545791662427
2024-08-12,New York,164.9,240.4,134.5,50.3,27,2.85,168.9,132,Unhealthy,-7.072076978636793
2024-08-13,New York,24.7,335.3,40.3,24.8,12.4,1.99,180,141,Unhealthy,-12.620656717415415
2024-08-14,New York,108.4,147.2,67.8,175.7,37.3,3.84,41.8,295,Very Unhealthy,-8.686558203009152
2024-08-15,New York,112.2,165.2,62.7,50.7,26.4,4.06,158.5,391,Hazardous,-9.055302681811792
2024-08-16,New York,132,250.2,101.5,48.5,18.3,2.7,108.4,53,Moderate,-10.900118923336425
2024-08-17,New York,117.9,208.4,49.3,70.1,59,3.81,154.4,257,Very Unhealthy,-9.080298184476497
2024-08-18,New York,159.6,61.5,119.8,72.8,69.7,2.15,158.8,203,Very Unhealthy,-8.359136640418459
2024-08-19,New York,43.6,341.5,54.5,156.2,36.1,2,99.8,168,Unhealthy,-8.518399135109505
2024-08-20,New York,227.9,189.4,42.3,118.9,91.3,1.74,157,76,Moderate,-10.17381680241291
2024-08-21,New York,146.7,305.1,5.6,40.8,28.2,4.98,130.6,370,Hazardous,-4.671243700060886
2024-08-22,New York,141.6,322.3,60.1,164.5,61.7,3.27,41.5,178,Unhealthy,-10.08475305464061
2024-08-23,New York,38,168.5,91.9,185.2,68.5,2.26,48.8,252,Very Unhealthy,-12.755577850014479
2024-08-24,New York,192.9,25.6,54.2,58,80.2,2.65,166.5,69,Moderate,-10.779543856296966
2024-08-25,New York,124.8,302.5,30.5,152.8,47,0.69,26.6,99,Moderate,-7.87877481018317
2024-08-26,New York,197.7,46,149.6,48.8,29.5,2.1,50.9,358,Hazardous,-11.421176792915716
2024-08-27,New York,21,222.2,43.5,167.6,58.3,2.43,164.2,52,Moderate,-10.166496722760908
2024-08-28,New York,206.8,66.6,84.8,67.4,47.2,3.07,103.6,187,Unhealthy,-10.9392525879709
2024-08-29,New York,74.7,276.8,24.6,155.7,58.6,3.33,138.6,218,Very Unhealthy,-11.622758166393258
2024-08-30,New York,77.9,41.3,103.9,32.9,47.4,1.49,106.4,198,Unhealthy,-7.7192461421995064
2024-08-31,New York,164.4,323.2,70.3,170.5,94.8,4.31,104.5,343,Hazardous,-14.167505065213746
2024-09-01,New York,237.5,271.8,58.2,166,12.2,1.45,14.7,376,Hazardous,-10.601836589975328
2024-09-02,New York,11.7,112.8,61,172.2,36.1,3.92,102.8,94,Moderate,-10.998723007763973
2024-09-03,New York,94.4,80.9,63.6,12.8,55.9,4.62,86,118,Unhealthy,-7.882968353651235
2024-09-04,New York,110.6,42,125,17.2,69.1,1.79,75.7,52,Moderate,-10.958773906596026
2024-09-05,New York,119.9,25.8,137.8,66.8,70,1.35,13,71,Moderate,-8.858224657711894
2024-09-06,New York,180.8,336.7,115.4,72.1,5.5,4.92,142.5,344,Hazardous,-10.538106139399918
2024-09-07,New York,230.8,119.5,58.3,24.2,76.5,3.31,14.2,144,Unhealthy,-12.763937616862847
2024-09-08,New York,160.5,41.1,105.3,144.5,30.3,4.79,104.2,163,Unhealthy,-10.408746990124904
2024-09-09,New York,226.5,152.3,78.7,14.8,91.1,1.25,116.4,140,Unhealthy,-13.451776759820206
2024-09-10,New York,191.8,240.5,7.8,166.6,50.9,1.84,77.4,69,Moderate,-13.687533253269047
2024-09-11,New York,43.1,325.6,98.8,107.2,11.7,2.34,117.7,273,Very Unhealthy,-8.952693782444673
2024-09-12,New York,46.8,149.3,95.3,155.7,38.6,0.72,132.3,223,Very Unhealthy,-11.021413665673938
2024-09-13,New York,55.9,71.2,53.3,188.2,74.5,3.43,152,182,Unhealthy,-14.673755824341347
2024-09-14,New York,114,314,8.8,113,51.4,1.5,66,141,Unhealthy,-12.785792769228259
2024-09-15,New York,30.9,353.4,146.4,190.3,77.5,1.2,120.1,78,Moderate,-10.39846413507856
2024-09-16,New York,63.7,395.4,148.7,70.2,30.8,3.74,110.6,149,Unhealthy,-11.108501306147922
2024-09-17,New York,147.3,268.8,16.1,64.5,44.6,3.76,52.5,199,Unhealthy,-12.601205060911024
2024-09-18,New York,106,116.5,83,194,75.1,1.69,138,67,Moderate,-13.648722824079295
2024-09-19,New York,145.7,263.8,146.8,56.2,74,3.14,46,304,Hazardous,-12.330677160106145
2024-09-20,New York,209.1,191.2,20.9,161.9,24.9,4.04,108.1,368,Hazardous,-10.017687038040574
2024-09-21,New York,164.1,94.8,57.6,66.1,12.5,2.19,144.2,81,Moderate,-12.997762826137215
2024-09-22,New York,104,250.4,77.5,142.4,54.9,1.21,20,165,Unhealthy,-9.971799663568602
2024-09-23,New York,180.3,390.4,137.3,154.6,60.6,3.19,167.5,345,Hazardous,-10.612461348077298
2024-09-24,New York,36.1,95.7,87.9,62,13.1,0.98,90.2,291,Very Unhealthy,-12.461306975851016
2024-09-25,New York,75.7,185.2,8.3,11,5.1,2.88,143.9,316,Hazardous,-15.601471668634082
2024-09-26,New York,152.5,149,129,90.2,21.3,3.79,93.9,371,Hazardous,-13.625874691109091
2024-09-27,New York,48.4,32.9,125.4,123.6,64.1,1.4,109.6,377,Hazardous,-10.680794993335594
2024-09-28,New York,214.8,57.7,132.3,94,73.3,2.93,66.4,86,Moderate,-8.362310119900247
2024-09-29,New York,213.5,179.3,122.4,75.1,94.8,0.87,90.3,180,Unhealthy,-10.336510183920895
2024-09-30,New York,124.7,38,5,108.2,50.3,2.15,116.2,191,Unhealthy,-13.973710790109285
2024-10-01,New York,195.7,30.1,19.8,53.4,94.2,2.94,171.2,282,Very Unhealthy,-11.525278726498685
2024-10-02,New York,80.9,85.9,126,65,42.4,2.51,139.4,345,Hazardous,-12.773145394324462
2024-10-03,New York,25.8,163.7,37.1,14.3,5.4,1.21,11.1,117,Unhealthy,-13.106913386931254
2024-10-04,New York,115.7,243.6,9.4,110.4,6.8,2.07,156.7,66,Moderate,-14.161783673007871
2024-10-05,New York,120.9,147.8,88.6,89.5,71.9,2.69,152.7,190,Unhealthy,-13.483939700553226
2024-10-06,New York,91.8,207.9,114.7,195.2,96.2,0.62,74.1,358,Hazardous,-10.248187506319502
2024-10-07,New York,54.4,305.9,131.7,19.4,39.5,0.72,83.7,101,Unhealthy,-8.145279104089871
2024-10-08,New York,131.7,84.2,13.8,131.3,41,0.87,71.5,300,Very Unhealthy,-10.592782913016716
2024-10-09,New York,14.6,340.6,37.2,103.8,51.6,1.29,32.1,351,Hazardous,-14.198110672246864
2024-10-10,New York,195.7,141.7,65,10.9,93.2,3.94,37.4,94,Moderate,-13.227814824994912
2024-10-11,New York,144.3,108.9,64.6,45.2,6.3,3.23,145.8,76,Moderate,-7.557939893205257
2024-10-12,New York,164,137.8,89,130.5,15.4,3.82,151.1,53,Moderate,-12.658954302164613
2024-10-13,New York,122.4,320.2,141.6,108.5,66.7,4.33,37.8,306,Hazardous,-13.263602055590312
2024-10-14,New York,77,116.7,148.2,179.4,26.5,4.99,114,72,Moderate,-12.558558608426827
2024-10-15,New York,120.7,370.7,23.8,138.7,33.4,3.05,117.9,136,Unhealthy,-6.804393202516833
2024-10-16,New York,200.3,76.4,44.9,107.6,86.8,0.81,44.1,225,Very Unhealthy,-10.821871499326889
2024-10-17,New York,150.5,102.3,125.1,68.4,66.3,1.22,107.5,102,Unhealthy,-12.053437837897453
